# q=  0.10000000E-02  0.00000000E+00  0.00000000E+00  (qpt 1)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
      37     -0.14261432E-01     -0.16419372E-01     -0.10066046E-02     -0.77270722E-02
      38     -0.14322098E-01     -0.16419372E-01     -0.10120219E-02     -0.77270722E-02
      39     -0.14382423E-01     -0.16419372E-01     -0.10176363E-02     -0.77270722E-02
      40     -0.14442225E-01     -0.16419372E-01     -0.10232583E-02     -0.77270722E-02
      41     -0.14492680E-01     -0.16419372E-01     -0.10279008E-02     -0.77270722E-02
      42     -0.14540438E-01     -0.16419372E-01     -0.10323081E-02     -0.77270722E-02
      43     -0.14598555E-01     -0.16419372E-01     -0.10387001E-02     -0.77270722E-02
      44     -0.14658192E-01     -0.16419372E-01     -0.10454340E-02     -0.77270722E-02
      45     -0.14713456E-01     -0.16419372E-01     -0.10507454E-02     -0.77270722E-02
      46     -0.14768196E-01     -0.16419372E-01     -0.10559714E-02     -0.77270722E-02
      47     -0.14810709E-01     -0.16419372E-01     -0.10604316E-02     -0.77270722E-02
      48     -0.14852012E-01     -0.16419372E-01     -0.10649376E-02     -0.77270722E-02
      49     -0.14895858E-01     -0.16419372E-01     -0.10694606E-02     -0.77270722E-02
      50     -0.14940734E-01     -0.16419372E-01     -0.10740299E-02     -0.77270722E-02
      51     -0.14972978E-01     -0.16419372E-01     -0.10780041E-02     -0.77270722E-02
      52     -0.15004330E-01     -0.16419372E-01     -0.10819161E-02     -0.77270722E-02
      53     -0.15039941E-01     -0.16419372E-01     -0.10856804E-02     -0.77270722E-02
      54     -0.15075712E-01     -0.16419372E-01     -0.10894465E-02     -0.77270722E-02
      55     -0.15100197E-01     -0.16419372E-01     -0.10930965E-02     -0.77270722E-02
      56     -0.15125795E-01     -0.16419372E-01     -0.10967461E-02     -0.77270722E-02
      57     -0.15148509E-01     -0.16419372E-01     -0.11002530E-02     -0.77270722E-02
      58     -0.15171725E-01     -0.16419372E-01     -0.11037971E-02     -0.77270722E-02
      59     -0.15200080E-01     -0.16419372E-01     -0.11076529E-02     -0.77270722E-02
      60     -0.15228612E-01     -0.16419372E-01     -0.11115465E-02     -0.77270722E-02
      61     -0.15249262E-01     -0.16419372E-01     -0.11151014E-02     -0.77270722E-02
      62     -0.15270399E-01     -0.16419372E-01     -0.11187300E-02     -0.77270722E-02
      63     -0.15295174E-01     -0.16419372E-01     -0.11224766E-02     -0.77270722E-02
      64     -0.15318904E-01     -0.16419372E-01     -0.11262190E-02     -0.77270722E-02
      65     -0.15340656E-01     -0.16419372E-01     -0.11299898E-02     -0.77270722E-02
      66     -0.15362008E-01     -0.16419372E-01     -0.11337106E-02     -0.77270722E-02
      67     -0.15390361E-01     -0.16419372E-01     -0.11382924E-02     -0.77270722E-02
      68     -0.15419065E-01     -0.16419372E-01     -0.11429127E-02     -0.77270722E-02
      69     -0.15440390E-01     -0.16419372E-01     -0.11466383E-02     -0.77270722E-02
      70     -0.15462196E-01     -0.16419372E-01     -0.11503848E-02     -0.77270722E-02
      71     -0.15485946E-01     -0.16419372E-01     -0.11544013E-02     -0.77270722E-02
      72     -0.15508273E-01     -0.16419372E-01     -0.11583797E-02     -0.77270722E-02
      73     -0.15526273E-01     -0.16419372E-01     -0.11618441E-02     -0.77270722E-02
      74     -0.15544412E-01     -0.16419372E-01     -0.11654175E-02     -0.77270722E-02
      75     -0.15566219E-01     -0.16419372E-01     -0.11700082E-02     -0.77270722E-02
      76     -0.15588212E-01     -0.16419372E-01     -0.11745785E-02     -0.77270722E-02
      77     -0.15604304E-01     -0.16419372E-01     -0.11779651E-02     -0.77270722E-02
      78     -0.15620267E-01     -0.16419372E-01     -0.11813839E-02     -0.77270722E-02
      79     -0.15639095E-01     -0.16419372E-01     -0.11857873E-02     -0.77270722E-02
      80     -0.15657970E-01     -0.16419372E-01     -0.11901739E-02     -0.77270722E-02
      81     -0.15671038E-01     -0.16419372E-01     -0.11943577E-02     -0.77270722E-02
      82     -0.15684210E-01     -0.16419372E-01     -0.11985125E-02     -0.77270722E-02
      83     -0.15698144E-01     -0.16419372E-01     -0.12025755E-02     -0.77270722E-02
      84     -0.15712147E-01     -0.16419372E-01     -0.12065902E-02     -0.77270722E-02
      85     -0.15725235E-01     -0.16419372E-01     -0.12102751E-02     -0.77270722E-02
      86     -0.15738056E-01     -0.16419372E-01     -0.12139368E-02     -0.77270722E-02
      87     -0.15749585E-01     -0.16419372E-01     -0.12175436E-02     -0.77270722E-02
      88     -0.15761482E-01     -0.16419372E-01     -0.12212348E-02     -0.77270722E-02
      89     -0.15772740E-01     -0.16419372E-01     -0.12250848E-02     -0.77270722E-02
      90     -0.15783802E-01     -0.16419372E-01     -0.12289102E-02     -0.77270722E-02
      91     -0.15792602E-01     -0.16419372E-01     -0.12320758E-02     -0.77270722E-02
      92     -0.15801361E-01     -0.16419372E-01     -0.12352613E-02     -0.77270722E-02
      93     -0.15813379E-01     -0.16419372E-01     -0.12393627E-02     -0.77270722E-02
      94     -0.15824965E-01     -0.16419372E-01     -0.12433556E-02     -0.77270722E-02
      95     -0.15834231E-01     -0.16419372E-01     -0.12468447E-02     -0.77270722E-02
      96     -0.15843448E-01     -0.16419372E-01     -0.12503517E-02     -0.77270722E-02
      97     -0.15853926E-01     -0.16419372E-01     -0.12544259E-02     -0.77270722E-02
      98     -0.15864218E-01     -0.16419372E-01     -0.12584965E-02     -0.77270722E-02
      99     -0.15871862E-01     -0.16419372E-01     -0.12619148E-02     -0.77270722E-02
     100     -0.15879538E-01     -0.16419372E-01     -0.12653401E-02     -0.77270722E-02
     101     -0.15887577E-01     -0.16419372E-01     -0.12690988E-02     -0.77270722E-02
     102     -0.15895824E-01     -0.16419372E-01     -0.12730088E-02     -0.77270722E-02
     103     -0.15902419E-01     -0.16419372E-01     -0.12765292E-02     -0.77270722E-02
     104     -0.15909002E-01     -0.16419372E-01     -0.12800191E-02     -0.77270722E-02
     105     -0.15915297E-01     -0.16419372E-01     -0.12834119E-02     -0.77270722E-02
     106     -0.15921731E-01     -0.16419372E-01     -0.12869179E-02     -0.77270722E-02
     107     -0.15927128E-01     -0.16419372E-01     -0.12902232E-02     -0.77270722E-02
     108     -0.15932685E-01     -0.16419372E-01     -0.12935320E-02     -0.77270722E-02
     109     -0.15938148E-01     -0.16419372E-01     -0.12968052E-02     -0.77270722E-02
     110     -0.15943701E-01     -0.16419372E-01     -0.13001387E-02     -0.77270722E-02
     111     -0.15949089E-01     -0.16419372E-01     -0.13033608E-02     -0.77270722E-02
     112     -0.15954485E-01     -0.16419372E-01     -0.13065674E-02     -0.77270722E-02
     113     -0.15973045E-01     -0.16419372E-01     -0.13189539E-02     -0.77270722E-02
     114     -0.15998948E-01     -0.16419372E-01     -0.13378693E-02     -0.77270722E-02
     115     -0.16015173E-01     -0.16419372E-01     -0.13517726E-02     -0.77270722E-02
     116     -0.16029416E-01     -0.16419372E-01     -0.13650706E-02     -0.77270722E-02
     117     -0.16045588E-01     -0.16419372E-01     -0.13848369E-02     -0.77270722E-02
     118     -0.16059566E-01     -0.16419372E-01     -0.14037972E-02     -0.77270722E-02
     119     -0.16069891E-01     -0.16419372E-01     -0.14216562E-02     -0.77270722E-02
     120     -0.16079169E-01     -0.16419372E-01     -0.14396560E-02     -0.77270722E-02
     121     -0.16087236E-01     -0.16419372E-01     -0.14572412E-02     -0.77270722E-02
     122     -0.16095126E-01     -0.16419372E-01     -0.14751947E-02     -0.77270722E-02
     123     -0.16102440E-01     -0.16419372E-01     -0.14930637E-02     -0.77270722E-02
     124     -0.16108805E-01     -0.16419372E-01     -0.15110496E-02     -0.77270722E-02
     125     -0.16114716E-01     -0.16419372E-01     -0.15286814E-02     -0.77270722E-02
     126     -0.16120090E-01     -0.16419372E-01     -0.15459154E-02     -0.77270722E-02
     127     -0.16126825E-01     -0.16419372E-01     -0.15700841E-02     -0.77270722E-02
     128     -0.16132576E-01     -0.16419372E-01     -0.15954484E-02     -0.77270722E-02
     129     -0.16137755E-01     -0.16419372E-01     -0.16191834E-02     -0.77270722E-02
     130     -0.16142851E-01     -0.16419372E-01     -0.16442839E-02     -0.77270722E-02
     131     -0.16147347E-01     -0.16419372E-01     -0.16687923E-02     -0.77270722E-02
     132     -0.16150435E-01     -0.16419372E-01     -0.16869919E-02     -0.77270722E-02
     133     -0.16154239E-01     -0.16419372E-01     -0.17101659E-02     -0.77270722E-02
     134     -0.16157617E-01     -0.16419372E-01     -0.17352473E-02     -0.77270722E-02
     135     -0.16161546E-01     -0.16419372E-01     -0.17649372E-02     -0.77270722E-02
     136     -0.16164635E-01     -0.16419372E-01     -0.17880979E-02     -0.77270722E-02
     137     -0.16167289E-01     -0.16419372E-01     -0.18119431E-02     -0.77270722E-02
     138     -0.16170491E-01     -0.16419372E-01     -0.18406152E-02     -0.77270722E-02
     139     -0.16173595E-01     -0.16419372E-01     -0.18692359E-02     -0.77270722E-02
     140     -0.16176724E-01     -0.16419372E-01     -0.18972931E-02     -0.77270722E-02
     141     -0.16179749E-01     -0.16419372E-01     -0.19251561E-02     -0.77270722E-02
     142     -0.16183125E-01     -0.16419372E-01     -0.19596526E-02     -0.77270722E-02
     143     -0.16186062E-01     -0.16419372E-01     -0.19901887E-02     -0.77270722E-02
     144     -0.16189146E-01     -0.16419372E-01     -0.20214530E-02     -0.77270722E-02
     145     -0.16192345E-01     -0.16419372E-01     -0.20553162E-02     -0.77270722E-02
     146     -0.16195359E-01     -0.16419372E-01     -0.20890981E-02     -0.77270722E-02
     147     -0.16198767E-01     -0.16419372E-01     -0.21272941E-02     -0.77270722E-02
     148     -0.16202136E-01     -0.16419372E-01     -0.21683911E-02     -0.77270722E-02
     149     -0.16205284E-01     -0.16419372E-01     -0.22070848E-02     -0.77270722E-02
     150     -0.16208353E-01     -0.16419372E-01     -0.22469159E-02     -0.77270722E-02
     151     -0.16211355E-01     -0.16419372E-01     -0.22872681E-02     -0.77270722E-02
     152     -0.16214268E-01     -0.16419372E-01     -0.23273168E-02     -0.77270722E-02
     153     -0.16217573E-01     -0.16419372E-01     -0.23733532E-02     -0.77270722E-02
     154     -0.16221048E-01     -0.16419372E-01     -0.24195045E-02     -0.77270722E-02
     155     -0.16224197E-01     -0.16419372E-01     -0.24644622E-02     -0.77270722E-02
     156     -0.16227384E-01     -0.16419372E-01     -0.25111376E-02     -0.77270722E-02
     157     -0.16230481E-01     -0.16419372E-01     -0.25527652E-02     -0.77270722E-02
     158     -0.16234147E-01     -0.16419372E-01     -0.26044009E-02     -0.77270722E-02
     159     -0.16237352E-01     -0.16419372E-01     -0.26530871E-02     -0.77270722E-02
     160     -0.16240747E-01     -0.16419372E-01     -0.27042212E-02     -0.77270722E-02
     161     -0.16244229E-01     -0.16419372E-01     -0.27540968E-02     -0.77270722E-02
     162     -0.16247537E-01     -0.16419372E-01     -0.28092378E-02     -0.77270722E-02
     163     -0.16250933E-01     -0.16419372E-01     -0.28606350E-02     -0.77270722E-02
     164     -0.16254682E-01     -0.16419372E-01     -0.29167670E-02     -0.77270722E-02
     165     -0.16258276E-01     -0.16419372E-01     -0.29722578E-02     -0.77270722E-02
     166     -0.16262243E-01     -0.16419372E-01     -0.30291022E-02     -0.77270722E-02
     167     -0.16265975E-01     -0.16419372E-01     -0.30870089E-02     -0.77270722E-02
     168     -0.16269807E-01     -0.16419372E-01     -0.31431590E-02     -0.77270722E-02
     169     -0.16273929E-01     -0.16419372E-01     -0.31996764E-02     -0.77270722E-02
     170     -0.16278070E-01     -0.16419372E-01     -0.32593864E-02     -0.77270722E-02
     171     -0.16282197E-01     -0.16419372E-01     -0.33188496E-02     -0.77270722E-02
     172     -0.16285897E-01     -0.16419372E-01     -0.33759773E-02     -0.77270722E-02
     173     -0.16289704E-01     -0.16419372E-01     -0.34361513E-02     -0.77270722E-02
     174     -0.16293304E-01     -0.16419372E-01     -0.34977914E-02     -0.77270722E-02
     175     -0.16297090E-01     -0.16419372E-01     -0.35655836E-02     -0.77270722E-02
     176     -0.16301286E-01     -0.16419372E-01     -0.36264129E-02     -0.77270722E-02
     177     -0.16305428E-01     -0.16419372E-01     -0.36913400E-02     -0.77270722E-02
     178     -0.16309386E-01     -0.16419372E-01     -0.37531000E-02     -0.77270722E-02
     179     -0.16313271E-01     -0.16419372E-01     -0.38182772E-02     -0.77270722E-02
     180     -0.16316931E-01     -0.16419372E-01     -0.38822548E-02     -0.77270722E-02
     181     -0.16321048E-01     -0.16419372E-01     -0.39513009E-02     -0.77270722E-02
     182     -0.16324646E-01     -0.16419372E-01     -0.40165599E-02     -0.77270722E-02
     183     -0.16328304E-01     -0.16419372E-01     -0.40779240E-02     -0.77270722E-02
     184     -0.16332005E-01     -0.16419372E-01     -0.41423688E-02     -0.77270722E-02
     185     -0.16335628E-01     -0.16419372E-01     -0.42065202E-02     -0.77270722E-02
     186     -0.16339288E-01     -0.16419372E-01     -0.42686199E-02     -0.77270722E-02
     187     -0.16342717E-01     -0.16419372E-01     -0.43323375E-02     -0.77270722E-02
     188     -0.16346609E-01     -0.16419372E-01     -0.43936823E-02     -0.77270722E-02
     189     -0.16349781E-01     -0.16419372E-01     -0.44552753E-02     -0.77270722E-02
     190     -0.16352844E-01     -0.16419372E-01     -0.45180817E-02     -0.77270722E-02
     191     -0.16355779E-01     -0.16419372E-01     -0.45806233E-02     -0.77270722E-02
     192     -0.16358767E-01     -0.16419372E-01     -0.46435399E-02     -0.77270722E-02
     193     -0.16361672E-01     -0.16419372E-01     -0.47044985E-02     -0.77270722E-02
     194     -0.16364845E-01     -0.16419372E-01     -0.47645893E-02     -0.77270722E-02
     195     -0.16367671E-01     -0.16419372E-01     -0.48234017E-02     -0.77270722E-02
     196     -0.16370225E-01     -0.16419372E-01     -0.48802604E-02     -0.77270722E-02
     197     -0.16372824E-01     -0.16419372E-01     -0.49386681E-02     -0.77270722E-02
     198     -0.16375216E-01     -0.16419372E-01     -0.49931993E-02     -0.77270722E-02
     199     -0.16377579E-01     -0.16419372E-01     -0.50480407E-02     -0.77270722E-02
     200     -0.16380001E-01     -0.16419372E-01     -0.50997727E-02     -0.77270722E-02
     201     -0.16382391E-01     -0.16419372E-01     -0.51492718E-02     -0.77270722E-02
     202     -0.16384534E-01     -0.16419372E-01     -0.51956550E-02     -0.77270722E-02
     203     -0.16386994E-01     -0.16419372E-01     -0.52429365E-02     -0.77270722E-02
     204     -0.16388977E-01     -0.16419372E-01     -0.52854250E-02     -0.77270722E-02
     205     -0.16390675E-01     -0.16419372E-01     -0.53247583E-02     -0.77270722E-02
     206     -0.16392339E-01     -0.16419372E-01     -0.53631262E-02     -0.77270722E-02
     207     -0.16393969E-01     -0.16419372E-01     -0.53990545E-02     -0.77270722E-02
     208     -0.16395479E-01     -0.16419372E-01     -0.54312502E-02     -0.77270722E-02
     209     -0.16396832E-01     -0.16419372E-01     -0.54611556E-02     -0.77270722E-02
     210     -0.16398068E-01     -0.16419372E-01     -0.54886568E-02     -0.77270722E-02
     211     -0.16399252E-01     -0.16419372E-01     -0.55148709E-02     -0.77270722E-02
     212     -0.16400344E-01     -0.16419372E-01     -0.55405887E-02     -0.77270722E-02
     213     -0.16401305E-01     -0.16419372E-01     -0.55635454E-02     -0.77270722E-02
     214     -0.16402289E-01     -0.16419372E-01     -0.55855802E-02     -0.77270722E-02
     215     -0.16403212E-01     -0.16419372E-01     -0.56060077E-02     -0.77270722E-02
     216     -0.16404086E-01     -0.16419372E-01     -0.56252374E-02     -0.77270722E-02
     217     -0.16404865E-01     -0.16419372E-01     -0.56420818E-02     -0.77270722E-02
     218     -0.16405529E-01     -0.16419372E-01     -0.56589524E-02     -0.77270722E-02
     219     -0.16406111E-01     -0.16419372E-01     -0.56756728E-02     -0.77270722E-02
     220     -0.16406621E-01     -0.16419372E-01     -0.56903945E-02     -0.77270722E-02
     221     -0.16407097E-01     -0.16419372E-01     -0.57047018E-02     -0.77270722E-02
     222     -0.16407538E-01     -0.16419372E-01     -0.57194334E-02     -0.77270722E-02
     223     -0.16407927E-01     -0.16419372E-01     -0.57332771E-02     -0.77270722E-02
     224     -0.16408254E-01     -0.16419372E-01     -0.57460192E-02     -0.77270722E-02
     225     -0.16408545E-01     -0.16419372E-01     -0.57589761E-02     -0.77270722E-02
     226     -0.16408807E-01     -0.16419372E-01     -0.57718420E-02     -0.77270722E-02
     227     -0.16409027E-01     -0.16419372E-01     -0.57839184E-02     -0.77270722E-02
     228     -0.16409234E-01     -0.16419372E-01     -0.57954259E-02     -0.77270722E-02
     229     -0.16409406E-01     -0.16419372E-01     -0.58070741E-02     -0.77270722E-02
     230     -0.16409534E-01     -0.16419372E-01     -0.58179391E-02     -0.77270722E-02
     231     -0.16409644E-01     -0.16419372E-01     -0.58286805E-02     -0.77270722E-02
     232     -0.16409730E-01     -0.16419372E-01     -0.58386402E-02     -0.77270722E-02
     233     -0.16409800E-01     -0.16419372E-01     -0.58488176E-02     -0.77270722E-02
     234     -0.16409858E-01     -0.16419372E-01     -0.58586649E-02     -0.77270722E-02
     235     -0.16409904E-01     -0.16419372E-01     -0.58677607E-02     -0.77270722E-02
     236     -0.16409939E-01     -0.16419372E-01     -0.58768652E-02     -0.77270722E-02
     237     -0.16409965E-01     -0.16419372E-01     -0.58853564E-02     -0.77270722E-02
     238     -0.16409984E-01     -0.16419372E-01     -0.58939754E-02     -0.77270722E-02
     239     -0.16409998E-01     -0.16419372E-01     -0.59022682E-02     -0.77270722E-02
     240     -0.16410009E-01     -0.16419372E-01     -0.59103002E-02     -0.77270722E-02
     241     -0.16410016E-01     -0.16419372E-01     -0.59175400E-02     -0.77270722E-02
     242     -0.16410021E-01     -0.16419372E-01     -0.59249387E-02     -0.77270722E-02
     243     -0.16410025E-01     -0.16419372E-01     -0.59317627E-02     -0.77270722E-02
     244     -0.16410028E-01     -0.16419372E-01     -0.59379882E-02     -0.77270722E-02
     245     -0.16410031E-01     -0.16419372E-01     -0.59442262E-02     -0.77270722E-02
     246     -0.16410033E-01     -0.16419372E-01     -0.59499478E-02     -0.77270722E-02
     247     -0.16410036E-01     -0.16419372E-01     -0.59551029E-02     -0.77270722E-02
     248     -0.16410039E-01     -0.16419372E-01     -0.59600335E-02     -0.77270722E-02
     249     -0.16410042E-01     -0.16419372E-01     -0.59648520E-02     -0.77270722E-02
     250     -0.16410045E-01     -0.16419372E-01     -0.59690800E-02     -0.77270722E-02
     251     -0.16410049E-01     -0.16419372E-01     -0.59729614E-02     -0.77270722E-02
     252     -0.16410053E-01     -0.16419372E-01     -0.59766916E-02     -0.77270722E-02
 
# q=  0.25000000E+00  0.37500000E+00  0.00000000E+00  (qpt 103)
#ncbands         Re chi(0,0)              extrap   Re chi(Gmax,Gmax)              extrap
       1     -0.16820786E-02     -0.16711308E-01     -0.11433915E-03     -0.77311552E-02
       2     -0.33250675E-02     -0.16711308E-01     -0.22553606E-03     -0.77311552E-02
       3     -0.47426320E-02     -0.16711308E-01     -0.33861595E-03     -0.77311552E-02
       4     -0.60615637E-02     -0.16711308E-01     -0.44408395E-03     -0.77311552E-02
       5     -0.71299132E-02     -0.16711308E-01     -0.52308525E-03     -0.77311552E-02
       6     -0.81621637E-02     -0.16711308E-01     -0.60154380E-03     -0.77311552E-02
       7     -0.90055959E-02     -0.16711308E-01     -0.67315929E-03     -0.77311552E-02
       8     -0.98259740E-02     -0.16711308E-01     -0.74336253E-03     -0.77311552E-02
       9     -0.10152876E-01     -0.16711308E-01     -0.76243657E-03     -0.77311552E-02
      10     -0.10476827E-01     -0.16711308E-01     -0.78150258E-03     -0.77311552E-02
      11     -0.10657162E-01     -0.16711308E-01     -0.79254664E-03     -0.77311552E-02
      12     -0.10827298E-01     -0.16711308E-01     -0.80317500E-03     -0.77311552E-02
      13     -0.11011890E-01     -0.16711308E-01     -0.81154545E-03     -0.77311552E-02
      14     -0.11192394E-01     -0.16711308E-01     -0.81971361E-03     -0.77311552E-02
      15     -0.11389934E-01     -0.16711308E-01     -0.83177987E-03     -0.77311552E-02
      16     -0.11586592E-01     -0.16711308E-01     -0.84386133E-03     -0.77311552E-02
      17     -0.11698116E-01     -0.16711308E-01     -0.84877842E-03     -0.77311552E-02
      18     -0.11809134E-01     -0.16711308E-01     -0.85347265E-03     -0.77311552E-02
      19     -0.11954358E-01     -0.16711308E-01     -0.86212551E-03     -0.77311552E-02
      20     -0.12091920E-01     -0.16711308E-01     -0.87104870E-03     -0.77311552E-02
      21     -0.12289110E-01     -0.16711308E-01     -0.87990109E-03     -0.77311552E-02
      22     -0.12488686E-01     -0.16711308E-01     -0.88871522E-03     -0.77311552E-02
      23     -0.12642122E-01     -0.16711308E-01     -0.89850454E-03     -0.77311552E-02
      24     -0.12793700E-01     -0.16711308E-01     -0.90887296E-03     -0.77311552E-02
      25     -0.12894784E-01     -0.16711308E-01     -0.91556332E-03     -0.77311552E-02
      26     -0.12992859E-01     -0.16711308E-01     -0.92206290E-03     -0.77311552E-02
      27     -0.13143560E-01     -0.16711308E-01     -0.93131324E-03     -0.77311552E-02
      28     -0.13298700E-01     -0.16711308E-01     -0.94094161E-03     -0.77311552E-02
      29     -0.13412863E-01     -0.16711308E-01     -0.94945136E-03     -0.77311552E-02
      30     -0.13531504E-01     -0.16711308E-01     -0.95795315E-03     -0.77311552E-02
      31     -0.13625754E-01     -0.16711308E-01     -0.96467463E-03     -0.77311552E-02
      32     -0.13718346E-01     -0.16711308E-01     -0.97193188E-03     -0.77311552E-02
      33     -0.13813307E-01     -0.16711308E-01     -0.98091902E-03     -0.77311552E-02
      34     -0.13912660E-01     -0.16711308E-01     -0.99013091E-03     -0.77311552E-02
      35     -0.14006360E-01     -0.16711308E-01     -0.99652958E-03     -0.77311552E-02
      36     -0.14102131E-01     -0.16711308E-01     -0.10030174E-02     -0.77311552E-02
      37     -0.14165465E-01     -0.16711308E-01     -0.10081712E-02     -0.77311552E-02
      38     -0.14232060E-01     -0.16711308E-01     -0.10135387E-02     -0.77311552E-02
      39     -0.14298780E-01     -0.16711308E-01     -0.10190843E-02     -0.77311552E-02
      40     -0.14364907E-01     -0.16711308E-01     -0.10246253E-02     -0.77311552E-02
      41     -0.14420899E-01     -0.16711308E-01     -0.10292671E-02     -0.77311552E-02
      42     -0.14473954E-01     -0.16711308E-01     -0.10336697E-02     -0.77311552E-02
      43     -0.14539174E-01     -0.16711308E-01     -0.10400470E-02     -0.77311552E-02
      44     -0.14606070E-01     -0.16711308E-01     -0.10467778E-02     -0.77311552E-02
      45     -0.14668393E-01     -0.16711308E-01     -0.10520950E-02     -0.77311552E-02
      46     -0.14729931E-01     -0.16711308E-01     -0.10573617E-02     -0.77311552E-02
      47     -0.14778546E-01     -0.16711308E-01     -0.10618257E-02     -0.77311552E-02
      48     -0.14825902E-01     -0.16711308E-01     -0.10663737E-02     -0.77311552E-02
      49     -0.14875140E-01     -0.16711308E-01     -0.10709283E-02     -0.77311552E-02
      50     -0.14925354E-01     -0.16711308E-01     -0.10755272E-02     -0.77311552E-02
      51     -0.14961789E-01     -0.16711308E-01     -0.10795419E-02     -0.77311552E-02
      52     -0.14997241E-01     -0.16711308E-01     -0.10834951E-02     -0.77311552E-02
      53     -0.15037433E-01     -0.16711308E-01     -0.10872552E-02     -0.77311552E-02
      54     -0.15077684E-01     -0.16711308E-01     -0.10910294E-02     -0.77311552E-02
      55     -0.15105708E-01     -0.16711308E-01     -0.10946780E-02     -0.77311552E-02
      56     -0.15134949E-01     -0.16711308E-01     -0.10983255E-02     -0.77311552E-02
      57     -0.15161182E-01     -0.16711308E-01     -0.11018243E-02     -0.77311552E-02
      58     -0.15188013E-01     -0.16711308E-01     -0.11053585E-02     -0.77311552E-02
      59     -0.15220731E-01     -0.16711308E-01     -0.11092104E-02     -0.77311552E-02
      60     -0.15253721E-01     -0.16711308E-01     -0.11130977E-02     -0.77311552E-02
      61     -0.15277784E-01     -0.16711308E-01     -0.11166637E-02     -0.77311552E-02
      62     -0.15302367E-01     -0.16711308E-01     -0.11203082E-02     -0.77311552E-02
      63     -0.15331070E-01     -0.16711308E-01     -0.11240519E-02     -0.77311552E-02
      64     -0.15358694E-01     -0.16711308E-01     -0.11277940E-02     -0.77311552E-02
      65     -0.15384164E-01     -0.16711308E-01     -0.11315788E-02     -0.77311552E-02
      66     -0.15409257E-01     -0.16711308E-01     -0.11353129E-02     -0.77311552E-02
      67     -0.15442068E-01     -0.16711308E-01     -0.11398851E-02     -0.77311552E-02
      68     -0.15475225E-01     -0.16711308E-01     -0.11444869E-02     -0.77311552E-02
      69     -0.15500773E-01     -0.16711308E-01     -0.11482365E-02     -0.77311552E-02
      70     -0.15526798E-01     -0.16711308E-01     -0.11519956E-02     -0.77311552E-02
      71     -0.15555004E-01     -0.16711308E-01     -0.11560046E-02     -0.77311552E-02
      72     -0.15581563E-01     -0.16711308E-01     -0.11599712E-02     -0.77311552E-02
      73     -0.15603309E-01     -0.16711308E-01     -0.11634317E-02     -0.77311552E-02
      74     -0.15625240E-01     -0.16711308E-01     -0.11670035E-02     -0.77311552E-02
      75     -0.15651501E-01     -0.16711308E-01     -0.11716102E-02     -0.77311552E-02
      76     -0.15677894E-01     -0.16711308E-01     -0.11761908E-02     -0.77311552E-02
      77     -0.15697541E-01     -0.16711308E-01     -0.11795660E-02     -0.77311552E-02
      78     -0.15717008E-01     -0.16711308E-01     -0.11829722E-02     -0.77311552E-02
      79     -0.15740092E-01     -0.16711308E-01     -0.11873694E-02     -0.77311552E-02
      80     -0.15763280E-01     -0.16711308E-01     -0.11917333E-02     -0.77311552E-02
      81     -0.15779546E-01     -0.16711308E-01     -0.11958971E-02     -0.77311552E-02
      82     -0.15795899E-01     -0.16711308E-01     -0.12000381E-02     -0.77311552E-02
      83     -0.15813281E-01     -0.16711308E-01     -0.12040851E-02     -0.77311552E-02
      84     -0.15830727E-01     -0.16711308E-01     -0.12081059E-02     -0.77311552E-02
      85     -0.15847036E-01     -0.16711308E-01     -0.12117773E-02     -0.77311552E-02
      86     -0.15862999E-01     -0.16711308E-01     -0.12154309E-02     -0.77311552E-02
      87     -0.15877393E-01     -0.16711308E-01     -0.12190160E-02     -0.77311552E-02
      88     -0.15892292E-01     -0.16711308E-01     -0.12226908E-02     -0.77311552E-02
      89     -0.15906495E-01     -0.16711308E-01     -0.12265079E-02     -0.77311552E-02
      90     -0.15920445E-01     -0.16711308E-01     -0.12303127E-02     -0.77311552E-02
      91     -0.15931587E-01     -0.16711308E-01     -0.12334728E-02     -0.77311552E-02
      92     -0.15942702E-01     -0.16711308E-01     -0.12366547E-02     -0.77311552E-02
      93     -0.15958092E-01     -0.16711308E-01     -0.12407510E-02     -0.77311552E-02
      94     -0.15972916E-01     -0.16711308E-01     -0.12447404E-02     -0.77311552E-02
      95     -0.15984881E-01     -0.16711308E-01     -0.12482229E-02     -0.77311552E-02
      96     -0.15996771E-01     -0.16711308E-01     -0.12517146E-02     -0.77311552E-02
      97     -0.16010349E-01     -0.16711308E-01     -0.12557787E-02     -0.77311552E-02
      98     -0.16023643E-01     -0.16711308E-01     -0.12598333E-02     -0.77311552E-02
      99     -0.16033571E-01     -0.16711308E-01     -0.12632547E-02     -0.77311552E-02
     100     -0.16043531E-01     -0.16711308E-01     -0.12666739E-02     -0.77311552E-02
     101     -0.16053995E-01     -0.16711308E-01     -0.12704062E-02     -0.77311552E-02
     102     -0.16064725E-01     -0.16711308E-01     -0.12743075E-02     -0.77311552E-02
     103     -0.16073313E-01     -0.16711308E-01     -0.12778053E-02     -0.77311552E-02
     104     -0.16081876E-01     -0.16711308E-01     -0.12812868E-02     -0.77311552E-02
     105     -0.16090119E-01     -0.16711308E-01     -0.12846943E-02     -0.77311552E-02
